,VP1,VP0
532,110310897.7341858,103733765.70898862
533,157908250.64312264,148493193.4395234
534,163878121.97935194,154107119.59936193
535,120203249.09704341,113036299.54438911
536,109443466.45665747,102918053.80055507
537,126961792.3469518,119391874.16503507
538,177088042.53156158,166529417.23036563
539,111628770.90944737,104973062.55095765
540,127676490.64653559,120063959.58437675
541,108562087.13261355,102089225.47824883
542,103860781.00888313,97668228.11550006
543,127507355.99398354,119904909.34744202
544,70819383.23950139,66596877.18546094
545,139302532.4602042,130996815.01746474
546,122563674.38813289,115255987.79957375
547,156126984.12979123,146818132.43508446
548,153930132.83042714,144752265.30258358
549,147907085.38051137,139088333.57999676
550,170868922.66281188,160681103.6309644
551,119116380.63585423,112014234.08553329
552,118489452.55580945,111424685.70991893
553,97378984.7223468,91572899.8100304
554,112856307.04715765,106127408.5740985
555,138981051.73981142,130694502.13257152
556,148024028.2756915,139198303.9196379
557,121890995.60960862,114623416.54648694
558,164129905.24877357,154343890.64570555
559,124439646.08777706,117020107.3268802
560,99096663.22550358,93188164.14990725
561,150073539.84446004,141125616.2456132
562,95613321.0109292,89912511.31240062
563,127280937.07389197,119691990.3367976
564,155012607.59677112,145770199.0344656
565,167038401.22783533,157078971.64545003
566,141168282.77102968,132751322.59187515
567,157973536.52394155,148554586.7415822
568,74111167.36864342,69692393.31877914
569,109734223.1356978,103191474.52182026
570,135122897.26891288,127066384.6920111
571,128677024.28738174,121004837.81504436
572,155164784.1293952,145913302.25550613
573,173811031.59561816,163447793.45939344
574,139248567.5672094,130946067.70526423
575,107863253.56012124,101432058.87397392
576,171540390.4886822,161312536.13274497
577,87895795.86379883,82655132.7404778
578,127122941.77818286,119543415.28823164
579,87619008.5035892,82394848.43706852
580,104080972.63851161,97875291.12911093
581,173596676.9896451,163246219.4451176
582,117596992.44074067,110585437.27315754
583,180557971.973016,169792457.01247236
584,146413449.6433009,137683753.77146578
585,158874697.82263306,149402017.56613895
586,130703830.96884364,122910799.00066368
587,112082527.90170781,105399764.92117481
588,142972877.51113072,134448320.91039488
589,156704904.3567013,147361594.98183334
590,135257256.66600546,127192733.09915024
591,128599476.75248538,120931913.94277534
592,121753557.840904,114494173.31131062
593,158776639.2723571,149309805.61891502
594,142957691.25282624,134434040.11136857
595,104260958.81647345,98044545.8845254
596,104804133.83434288,98555334.85642207
597,180095567.98287365,169357623.20945215
598,149051245.8103247,140164275.05448055
599,94075758.74773431,88466624.0351746
600,145340392.92674333,136674676.55140665
601,114489947.39020163,107663645.41088347
602,153820139.17412028,144648829.8632283
603,115657782.12396608,108761849.64226468
604,104673202.48770766,98432210.10705642
605,124207411.76250224,116801719.64640194
606,115136475.03211685,108271624.75207628
607,148575561.61071435,139716952.85579124
608,83796928.02477823,78800654.1275882
609,129010893.032744,121318800.10635322
610,157177850.4839741,147806342.36189464
611,146547566.18791232,137809873.80586115
612,114299188.90171339,107484260.62879673
613,118057932.11308621,111018894.06626867
614,116235743.34964582,109305350.74328928
615,149742668.43433324,140814472.57764482
616,153365301.16579217,144221110.93100506
617,131514451.9570822,123673087.85335125
618,142884956.1996517,134365641.7833718
619,133726263.70451862,125753023.43826358
